4.40837,testfile42.txt
4.43646,timonofathens.txt
4.40946,testfile98.txt
4.38232,testfile58.txt
4.43054,testfile114.txt
4.42176,testfile80.txt
4.4389,tempest.txt
4.43098,testfile56.txt
4.40357,testfile91.txt
4.40642,testfile110.txt
4.41273,testfile27.txt
4.40901,testfile102.txt
4.40925,testfile35.txt
4.43268,testfile117.txt
4.42485,testfile4.txt
4.41236,testfile82.txt
4.44145,troilusandcressida.txt
4.40161,testfile85.txt
4.41624,venusandadonis.txt
4.41398,testfile6.txt
4.40401,testfile92.txt
4.4018,testfile81.txt
4.39992,testfile20.txt
4.3969,testfile28.txt
4.40604,testfile79.txt
4.42957,merchantofvenice.txt
4.42698,testfile7.txt
4.42675,testfile34.txt
4.43594,titusandronicus.txt
4.41982,testfile53.txt
4.41026,testfile107.txt
4.42225,testfile104.txt
4.38535,testfile118.txt
4.41438,testfile60.txt
4.42048,various.txt
4.40613,testfile23.txt
4.4159,testfile103.txt
4.40234,testfile96.txt
4.4072,testfile71.txt
4.47482,testfile25.txt
4.40235,testfile106.txt
4.50682,testfile115.txt
4.4074,testfile94.txt
4.45157,testfile22.txt
4.43907,tamingoftheshrew.txt
4.42146,testfile15.txt
4.43756,periclesprinceoftyre.txt
4.40968,testfile33.txt
4.41187,testfile18.txt
4.40233,testfile113.txt
4.43798,twogentlemenofverona.txt
4.43457,romeoandjuliet.txt
4.41119,testfile54.txt
4.59415,testfile52.txt
4.58432,testfile69.txt
